word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
parents,0,0,Correct,NOUN,NNS,"A further possibility is that the individual may , at least for a time , hold onto beliefs and values taken without question from others , for example parents , teachers , peers ."
teachers,0,0,Correct,NOUN,NNS,"A further possibility is that the individual may , at least for a time , hold onto beliefs and values taken without question from others , for example parents , teachers , peers ."
peers,0,0,Correct,NOUN,NNS,"A further possibility is that the individual may , at least for a time , hold onto beliefs and values taken without question from others , for example parents , teachers , peers ."
good,0,0,Correct,ADJ,JJ,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
suit,0,0,Correct,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
working,0,0,Correct,VERB,VBG,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
model,1,1,Correct,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
uniform,1,0,False Negative,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
Paula,0,0,Correct,PROPN,NNP,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
bought,0,0,Correct,VERB,VBN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
season,0,0,Correct,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
wore,0,0,Correct,VERB,VBD,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
perfectly,0,0,Correct,ADV,RB,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
matching,0,0,Correct,VERB,VBG,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
accessories,0,0,Correct,NOUN,NNS,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
hat,0,0,Correct,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
bag,0,0,Correct,NOUN,NN,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
shoes,0,0,Correct,NOUN,NNS,"A good suit was a working model 's uniform — Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes ."
grin,0,0,Correct,NOUN,NN,A grin .
group,0,0,Correct,NOUN,NN,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
Masai,0,0,Correct,PROPN,NNP,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
clearing,0,0,Correct,VERB,VBG,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
stones,0,0,Correct,NOUN,NNS,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
stretch,1,1,Correct,NOUN,NN,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
grassland,0,0,Correct,PROPN,NNP,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
shadow,0,1,False Positive,PROPN,NNP,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
Mountain,0,0,Correct,NOUN,NN,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
God,0,0,Correct,PROPN,NNP,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God ."
history,0,0,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
teacher,0,0,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
content,0,1,False Positive,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
cover,1,1,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
history,0,0,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
country,0,0,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
continent,0,0,Correct,NOUN,NN,A history teacher is content to cover the history of one country or continent over a few decades .
decades,0,0,Correct,NOUN,NNS,A history teacher is content to cover the history of one country or continent over a few decades .
large,1,1,Correct,ADJ,JJ,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
number,0,0,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
boys,0,0,Correct,NOUN,NNS,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
particularly,0,0,Correct,ADV,RB,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
foreclosure,1,0,False Negative,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
stage,1,1,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
initially,0,0,Correct,ADV,RB,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
attracted,1,1,Correct,VERB,VBN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
science,0,0,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
drift,1,1,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
away,1,1,Correct,ADV,RB,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
later,0,0,Correct,ADV,RB,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
adolescence,0,0,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
undergo,0,1,False Positive,VERB,VB,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
crisis,1,1,Correct,NOUN,NN,"A large number of boys , particularly at the foreclosure stage , are initially attracted to science but there is a drift away throughout later adolescence as they undergo some crisis ."
large,0,0,Correct,ADJ,JJ,A large white cross has been painted roughly on the ground .
white,0,0,Correct,PROPN,NNP,A large white cross has been painted roughly on the ground .
cross,0,0,Correct,PROPN,NNP,A large white cross has been painted roughly on the ground .
painted,0,0,Correct,VERB,VBN,A large white cross has been painted roughly on the ground .
